id,img_path,mask_path,label_raw,label_bin,frameID,primary_date,secondary_date,subset
16841,InSAR_img/16841.png,mask/16841.png,3,1,106A_09090_000404,20170822,20171009,train
16846,InSAR_img/16846.png,mask/16846.png,3,1,106A_09090_000404,20170915,20171021,train
789_1,InSAR_img/789_1.png,mask/789_1.png,2,1,128D_09016_110500,20170107,20170320,train
8988_0,InSAR_img/8988_0.png,mask/8988_0.png,2,1,144A_SM_REUN_S6,20170114,20170219,train
8908,InSAR_img/8908.png,mask/8908.png,2,1,144A_SM_REUN_S6,20150706,20150811,train
10255,InSAR_img/10255.png,mask/10255.png,3,1,155D_02579_100800,20200112,20200217,train
645,InSAR_img/645.png,mask/645.png,3,1,128D_09016_110500,20151126,20160113,train
7092,InSAR_img/7092.png,mask/7092.png,2,1,087D_07004_060904,20210823,20210910,train
9326,InSAR_img/9326.png,mask/9326.png,6,1,151D_SM_REUN_S4,20150625,20151116,train
298,InSAR_img/298.png,mask/298.png,2,1,155D_02484_191814,20210313,20210331,train
10282,InSAR_img/10282.png,mask/10282.png,3,1,155D_02579_100800,20200130,20200211,train
16822,InSAR_img/16822.png,mask/16822.png,3,1,106A_09090_000404,20170611,20170705,test
978,InSAR_img/978.png,mask/978.png,3,1,128D_09016_110500,20181210,20190103,test
